port,TCP,TCPflag,UDP
866,Filtrado,none,Cerrado
867,Filtrado,none,Cerrado
868,Filtrado,none,Cerrado
869,Filtrado,none,Cerrado
870,Filtrado,none,Cerrado
871,Filtrado,none,Cerrado
872,Filtrado,none,Cerrado
873,Filtrado,none,Cerrado
874,Filtrado,none,Cerrado
875,Filtrado,none,Cerrado
876,Filtrado,none,Cerrado
877,Filtrado,none,Cerrado
878,Filtrado,none,Cerrado
879,Filtrado,none,Cerrado
880,Filtrado,none,Cerrado
881,Filtrado,none,Cerrado
882,Filtrado,none,Cerrado
883,Filtrado,none,Cerrado
884,Filtrado,none,Cerrado
885,Filtrado,none,Cerrado
886,Filtrado,none,Cerrado
887,Filtrado,none,Cerrado
888,Filtrado,none,Cerrado
889,Filtrado,none,Cerrado
890,Filtrado,none,Cerrado
891,Filtrado,none,Cerrado
892,Filtrado,none,Cerrado
893,Filtrado,none,Cerrado
894,Filtrado,none,Cerrado
895,Filtrado,none,Cerrado
896,Filtrado,none,Cerrado
897,Filtrado,none,Cerrado
898,Filtrado,none,Cerrado
899,Filtrado,none,Cerrado
900,Filtrado,none,Cerrado
901,Filtrado,none,Cerrado
902,Filtrado,none,Cerrado
903,Filtrado,none,Cerrado
904,Filtrado,none,Cerrado
905,Filtrado,none,Cerrado
906,Filtrado,none,Cerrado
907,Filtrado,none,Cerrado
908,Filtrado,none,Cerrado
909,Filtrado,none,Cerrado
910,Filtrado,none,Cerrado
911,Filtrado,none,Cerrado
912,Filtrado,none,Cerrado
913,Filtrado,none,Cerrado
914,Filtrado,none,Cerrado
915,Filtrado,none,Cerrado
916,Filtrado,none,Cerrado
917,Filtrado,none,Cerrado
918,Filtrado,none,Cerrado
919,Filtrado,none,Cerrado
920,Filtrado,none,Cerrado
921,Filtrado,none,Cerrado
922,Filtrado,none,Cerrado
923,Filtrado,none,Cerrado
924,Filtrado,none,Cerrado
925,Filtrado,none,Cerrado
926,Filtrado,none,Cerrado
927,Filtrado,none,Cerrado
928,Filtrado,none,Cerrado
929,Filtrado,none,Cerrado
930,Filtrado,none,Cerrado
931,Filtrado,none,Cerrado
932,Filtrado,none,Cerrado
933,Filtrado,none,Cerrado
934,Filtrado,none,Cerrado
935,Filtrado,none,Cerrado
936,Filtrado,none,Cerrado
937,Filtrado,none,Cerrado
938,Filtrado,none,Cerrado
939,Filtrado,none,Cerrado
940,Filtrado,none,Cerrado
941,Filtrado,none,Cerrado
942,Filtrado,none,Cerrado
943,Filtrado,none,Cerrado
944,Filtrado,none,Cerrado
945,Filtrado,none,Cerrado
946,Filtrado,none,Cerrado
947,Filtrado,none,Cerrado
948,Filtrado,none,Cerrado
949,Filtrado,none,Cerrado
950,Filtrado,none,Cerrado
951,Filtrado,none,Cerrado
952,Filtrado,none,Cerrado
953,Filtrado,none,Cerrado
954,Filtrado,none,Cerrado
955,Filtrado,none,Cerrado
956,Filtrado,none,Cerrado
957,Filtrado,none,Cerrado
958,Filtrado,none,Cerrado
959,Filtrado,none,Cerrado
960,Filtrado,none,Cerrado
961,Filtrado,none,Cerrado
962,Filtrado,none,Cerrado
963,Filtrado,none,Cerrado
964,Filtrado,none,Cerrado
965,Filtrado,none,Cerrado
966,Filtrado,none,Cerrado
967,Filtrado,none,Cerrado
968,Filtrado,none,Cerrado
969,Filtrado,none,Cerrado
970,Filtrado,none,Cerrado
971,Filtrado,none,Cerrado
972,Filtrado,none,Cerrado
973,Filtrado,none,Cerrado
974,Filtrado,none,Cerrado
975,Filtrado,none,Cerrado
976,Filtrado,none,Cerrado
977,Filtrado,none,Cerrado
978,Filtrado,none,Cerrado
979,Filtrado,none,Cerrado
980,Filtrado,none,Cerrado
981,Filtrado,none,Cerrado
982,Filtrado,none,Cerrado
983,Filtrado,none,Cerrado
984,Filtrado,none,Cerrado
985,Filtrado,none,Cerrado
986,Filtrado,none,Cerrado
987,Filtrado,none,Cerrado
988,Filtrado,none,Cerrado
989,Filtrado,none,Cerrado
990,Filtrado,none,Cerrado
991,Filtrado,none,Cerrado
992,Filtrado,none,Cerrado
993,Filtrado,none,Cerrado
994,Filtrado,none,Cerrado
995,Filtrado,none,Cerrado
996,Filtrado,none,Cerrado
997,Filtrado,none,Cerrado
998,Filtrado,none,Cerrado
999,Filtrado,none,Cerrado
1000,Filtrado,none,Abierto | Filtrado
1001,Filtrado,none,Cerrado
1002,Filtrado,none,Cerrado
1003,Filtrado,none,Cerrado
1004,Filtrado,none,Cerrado
1005,Filtrado,none,Cerrado
1006,Filtrado,none,Cerrado
1007,Filtrado,none,Cerrado
1008,Filtrado,none,Cerrado
1009,Filtrado,none,Cerrado
1010,Filtrado,none,Cerrado
1011,Filtrado,none,Cerrado
1012,Filtrado,none,Cerrado
1013,Filtrado,none,Cerrado
1014,Filtrado,none,Cerrado
1015,Filtrado,none,Cerrado
1016,Filtrado,none,Cerrado
1017,Filtrado,none,Cerrado
1018,Filtrado,none,Cerrado
1019,Filtrado,none,Cerrado
1020,Filtrado,none,Cerrado
1021,Filtrado,none,Cerrado
1022,Filtrado,none,Cerrado
1023,Filtrado,none,Cerrado
1024,Filtrado,none,Cerrado
